region,match_time,team1,team1acro,team2,team2acro,game_ids,game_hashes,match_url
EULCS,2019-07-19T17:00:00.000+0000,Splyce,SPY,Misfits Gaming,MSF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=b6714d64-4410-4ccf-8a43-8a668dd3184b
EULCS,2019-07-19T18:00:00.000+0000,Fnatic,FNC,Rogue,RGE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=69e70756-a133-49c4-9780-c9faa70c685f
EULCS,2019-07-19T19:00:00.000+0000,Schalke 04,S04,Team Vitality,VIT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=1c51ec8a-603e-4cc0-86b5-b1d7f27d1c40
EULCS,2019-07-19T20:00:00.000+0000,SK Gaming,SK,Origen,OG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=a573c6db-d0e8-4784-8a4f-0a1ec746f21f
EULCS,2019-07-20T15:00:00.000+0000,Splyce,SPY,G2 Esports,G2,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=0fd65641-e5f2-4f63-88de-a2862bf8420e
EULCS,2019-07-20T16:00:00.000+0000,Misfits Gaming,MSF,Rogue,RGE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=91cae1f1-ad26-4bbd-97bb-319b94682eeb
EULCS,2019-07-20T17:00:00.000+0000,Origen,OG,Team Vitality,VIT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=2f34f0ae-ac4d-401a-8dd8-95da33534fca
EULCS,2019-07-20T18:00:00.000+0000,Schalke 04,S04,Excel Esports,XL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=8b559f2f-5d07-478a-a335-b2049870eeb2
EULCS,2019-07-20T19:00:00.000+0000,Fnatic,FNC,SK Gaming,SK,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=e5bff875-9ac3-4b5e-ad41-bf3de110c42f
EULCS,2019-07-26T16:00:00.000+0000,SK Gaming,SK,Schalke 04,S04,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=38099ed5-9424-4ab3-9ca4-912f926bb64a
EULCS,2019-07-26T17:00:00.000+0000,Excel Esports,XL,Rogue,RGE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=12b02fb0-42b5-4c05-80c9-cb2d1a7e749f
EULCS,2019-07-26T18:00:00.000+0000,Origen,OG,G2 Esports,G2,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=2b72a2bb-cbc6-49db-a500-c292b4f82ed6
EULCS,2019-07-26T19:00:00.000+0000,Splyce,SPY,Team Vitality,VIT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=6e054ee0-915d-4e03-b6cf-9ac3d9915c91
EULCS,2019-07-26T20:00:00.000+0000,Fnatic,FNC,Misfits Gaming,MSF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=640f8864-b4e3-4267-bb15-890ec066742e
EULCS,2019-07-27T15:00:00.000+0000,Schalke 04,S04,Splyce,SPY,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=e585bafe-586c-47ac-9280-8b20b73d1af3
EULCS,2019-07-27T16:00:00.000+0000,Team Vitality,VIT,Rogue,RGE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=7bfc6982-54d9-402a-ab83-532777be47f2
EULCS,2019-07-27T17:00:00.000+0000,SK Gaming,SK,G2 Esports,G2,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=bf29ad46-b304-4c46-a8e9-306c6c03e3b7
EULCS,2019-07-27T18:00:00.000+0000,Misfits Gaming,MSF,Excel Esports,XL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=d05c0dcf-6dfb-48db-97d5-b075e3991223
EULCS,2019-07-27T19:00:00.000+0000,Fnatic,FNC,Origen,OG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=726e4fc0-44f2-438a-933b-dfc430881075
EULCS,2019-08-02T16:00:00.000+0000,Fnatic,FNC,Schalke 04,S04,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=54b1eeaa-ab1b-4986-b826-d7ae4f03b733
EULCS,2019-08-02T17:00:00.000+0000,SK Gaming,SK,Rogue,RGE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=5ee6a2ea-c891-4e20-a75d-ff7d2d55ce59
EULCS,2019-08-02T18:00:00.000+0000,Origen,OG,Misfits Gaming,MSF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=ea5744b0-8136-40a4-8d94-8b360e6d4c33
EULCS,2019-08-02T19:00:00.000+0000,Splyce,SPY,Excel Esports,XL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=9cc3c8cb-9fcd-404f-abab-ecf570430396
EULCS,2019-08-02T20:00:00.000+0000,G2 Esports,G2,Team Vitality,VIT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=b9f1cf94-aed1-4bfb-a7aa-f811f03fdfa7
EULCS,2019-08-03T15:00:00.000+0000,SK Gaming,SK,Misfits Gaming,MSF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=407dd0f5-670c-41bf-8b3e-4d7a14ac9bee
EULCS,2019-08-03T16:00:00.000+0000,Team Vitality,VIT,Excel Esports,XL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=302b69a6-fb07-440c-9e0d-908c7d74ca87
EULCS,2019-08-03T17:00:00.000+0000,Schalke 04,S04,Origen,OG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=54d44a24-0b12-44a2-9040-09dcbb8c69c4
EULCS,2019-08-03T18:00:00.000+0000,Splyce,SPY,Rogue,RGE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=665835d7-c6e6-41cd-bfdb-384c81f4f8af
EULCS,2019-08-03T19:00:00.000+0000,Fnatic,FNC,G2 Esports,G2,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=673bafe0-5e2c-4218-b2c6-6e260839cea6
EULCS,2019-08-09T16:00:00.000+0000,Fnatic,FNC,Excel Esports,XL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=2dfd7117-1b4c-4319-a2f0-21a81851f5f2
EULCS,2019-08-09T17:00:00.000+0000,Schalke 04,S04,Misfits Gaming,MSF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=99d0b0cd-0d05-4588-8f3f-e290c67db46c
EULCS,2019-08-09T18:00:00.000+0000,G2 Esports,G2,Rogue,RGE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=b6cc514e-1bcd-4208-b524-ea070bc270d8
EULCS,2019-08-09T19:00:00.000+0000,SK Gaming,SK,Team Vitality,VIT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=dbeea8a0-324e-43f8-b871-bbabfb7a8436
EULCS,2019-08-09T20:00:00.000+0000,Origen,OG,Splyce,SPY,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=7ed4afe3-12de-4e62-9d84-5c3f48e95ac7
EULCS,2019-08-10T15:00:00.000+0000,SK Gaming,SK,Splyce,SPY,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=34661897-2bc6-42f1-8d0b-fe046d803969
EULCS,2019-08-10T16:00:00.000+0000,Schalke 04,S04,Rogue,RGE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=c51c9ef9-bd75-42f0-b0dd-c31dcf1ae42a
EULCS,2019-08-10T17:00:00.000+0000,Fnatic,FNC,Team Vitality,VIT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=39d4020d-5a5f-41a3-b59f-ecafe748e482
EULCS,2019-08-10T18:00:00.000+0000,Origen,OG,Excel Esports,XL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=10160f23-5431-4990-8f0d-f2892c21218d
EULCS,2019-08-10T19:00:00.000+0000,G2 Esports,G2,Misfits Gaming,MSF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=570047e6-9a57-49a7-ba71-1c3cf8bd3e0f
EULCS,2019-08-16T16:00:00.000+0000,Team Vitality,VIT,Misfits Gaming,MSF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=9bbd99ff-fb42-4b1c-8365-1db1a1933600
EULCS,2019-08-16T17:00:00.000+0000,SK Gaming,SK,Excel Esports,XL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=21122e10-4cc0-4a5d-b647-c805eb11191e
EULCS,2019-08-16T18:00:00.000+0000,Fnatic,FNC,Splyce,SPY,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=859fa789-1cba-48a7-9271-2e929a348931
EULCS,2019-08-16T19:00:00.000+0000,Origen,OG,Rogue,RGE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=5ab92dff-cbf7-415f-b6f4-4a880dbf4dca
EULCS,2019-08-16T20:00:00.000+0000,Schalke 04,S04,G2 Esports,G2,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=b02b2a1f-5413-44ad-a3b8-bd424ee5765b
EULCS,2019-08-17T15:00:00.000+0000,G2 Esports,G2,Excel Esports,XL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=616d92f8-08a5-4634-88dd-73cf3fbe5a1e
EULCS,2019-08-17T16:00:00.000+0000,Splyce,SPY,Misfits Gaming,MSF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=fb9318ca-a45c-4b24-be57-49811f561957
EULCS,2019-08-17T17:00:00.000+0000,Fnatic,FNC,Rogue,RGE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=6edddae7-b8dd-478d-b81f-656039921eb7
EULCS,2019-08-17T18:00:00.000+0000,Schalke 04,S04,Team Vitality,VIT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=7eee6dea-f1c4-4d4f-a249-44a79380473a
EULCS,2019-08-17T19:00:00.000+0000,SK Gaming,SK,Origen,OG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=301cb48a-8066-4135-a7c5-ad199965383f
,,,,,,,,
CBLOL,2019-06-01T16:00:00.000+0000,paiN Gaming,PNG,Flamengo eSports,FLA,1102245,09a8c951db73b32e,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=9ae00a29-45c3-4419-99da-121710cbe099
CBLOL,2019-06-01T17:00:00.000+0000,CNB e-Sports Club,CNB,Uppercut Esports,UP,1102260,95e9712a693fc80e,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=61e1c01e-a49a-4f4e-976b-7a94e9d4b2a7
CBLOL,2019-06-01T18:00:00.000+0000,INTZ e-Sports Club,ITZ,Redemption W7M,RDP,1102281,7e5860d7d57edc36,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=899dc0c0-8e27-41e3-94a3-c926dcbc5327
CBLOL,2019-06-01T19:00:00.000+0000,KaBuM! e-Sports,KBM,Team oNe e-Sports,ONE,1102289,5d380df1fed356a5,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=4b46c705-59e0-477e-b7cb-2142bd88d11c
CBLOL,2019-06-02T16:00:00.000+0000,paiN Gaming,PNG,CNB e-Sports Club,CNB,1102435,cc1f925d650672bb,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=d12c7548-2188-4294-92d5-0fdc60e8aff8
CBLOL,2019-06-02T17:00:00.000+0000,Team oNe e-Sports,ONE,Uppercut Esports,UP,1102458,030c47151569d894,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=49a67f7b-7b11-4318-b008-034d9738c087
CBLOL,2019-06-02T18:00:00.000+0000,KaBuM! e-Sports,KBM,Redemption W7M,RDP,1102476,5e9b550250f32312,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=9b6743d9-862f-4c9f-a95d-b9625286ee9b
CBLOL,2019-06-02T19:00:00.000+0000,INTZ e-Sports Club,ITZ,Flamengo eSports,FLA,1102503,3c5f77cba2b1f459,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=e3eeced6-72e5-43b3-9b0c-0ef647e1b20f
CBLOL,2019-06-08T16:00:00.000+0000,Team oNe e-Sports,ONE,Redemption W7M,RDP,1131665,ef653d595db06dd0,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=6f8019be-45fa-4aef-8e36-3efdc02b4e65
CBLOL,2019-06-08T17:00:00.000+0000,INTZ e-Sports Club,ITZ,KaBuM! e-Sports,KBM,1131675,e01fdc7cbb4cf7e5,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=fcd5f9bd-70ad-445c-bad8-7ff4bd16d075
CBLOL,2019-06-08T18:00:00.000+0000,CNB e-Sports Club,CNB,Flamengo eSports,FLA,1131701,fdbfb02a355cb922,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=d5ef9f5c-8127-41b4-8c6b-82462c463cbe
CBLOL,2019-06-08T19:00:00.000+0000,paiN Gaming,PNG,Uppercut Esports,UP,1131722,d5506c2eb64b35ab,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=828359c8-38ce-4227-ab34-d514e98857e3
CBLOL,2019-06-09T16:00:00.000+0000,INTZ e-Sports Club,ITZ,CNB e-Sports Club,CNB,1142107,ebc9205369e1eed6,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=549106dc-f7f7-4fae-9a35-17b3f8c88fdb
CBLOL,2019-06-09T17:00:00.000+0000,Flamengo eSports,FLA,Redemption W7M,RDP,1142134,726d374188bd2a74,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=dd51b5b5-45fe-446f-8485-680555670045
CBLOL,2019-06-09T18:00:00.000+0000,paiN Gaming,PNG,Team oNe e-Sports,ONE,1142152,8f1ac52e986280f1,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=70f891dc-3956-4b58-8e70-da15095bc3fa
CBLOL,2019-06-09T19:00:00.000+0000,KaBuM! e-Sports,KBM,Uppercut Esports,UP,1142185,aa528194ba18bfaa,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=932b7ac8-12e6-4e00-837b-5e5ebd960d57
CBLOL,2019-06-15T16:00:00.000+0000,INTZ e-Sports Club,ITZ,Uppercut Esports,UP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=d17404ce-4c5d-41c3-847f-31a6010f06a2
CBLOL,2019-06-15T17:00:00.000+0000,paiN Gaming,PNG,Redemption W7M,RDP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=a4369e8d-5329-4f98-b62f-6e294f3c3b0c
CBLOL,2019-06-15T18:00:00.000+0000,KaBuM! e-Sports,KBM,Flamengo eSports,FLA,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=bb651bda-d4dc-4639-93d0-22982a9ddac2
CBLOL,2019-06-15T19:00:00.000+0000,CNB e-Sports Club,CNB,Team oNe e-Sports,ONE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=50926400-604a-4b5f-8415-d376df26b425
CBLOL,2019-06-16T16:00:00.000+0000,paiN Gaming,PNG,KaBuM! e-Sports,KBM,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=a83587e6-4e96-4ca1-943f-764cc449123c
CBLOL,2019-06-16T17:00:00.000+0000,INTZ e-Sports Club,ITZ,Team oNe e-Sports,ONE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=baddfeaa-b132-42e8-a9f7-6477b33a811f
CBLOL,2019-06-16T18:00:00.000+0000,Flamengo eSports,FLA,Uppercut Esports,UP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=409e5cb8-fcc8-4e1e-b9f6-08e126b283dd
CBLOL,2019-06-16T19:00:00.000+0000,CNB e-Sports Club,CNB,Redemption W7M,RDP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=98cf5694-6300-4253-8465-2bbc3b377e05
CBLOL,2019-06-22T16:00:00.000+0000,Team oNe e-Sports,ONE,Flamengo eSports,FLA,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=76013c79-6d0c-4672-b310-bca70a734cdd
CBLOL,2019-06-22T17:00:00.000+0000,CNB e-Sports Club,CNB,KaBuM! e-Sports,KBM,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=7f9aea86-059e-4511-9139-c3786ea8aa21
CBLOL,2019-06-22T18:00:00.000+0000,INTZ e-Sports Club,ITZ,paiN Gaming,PNG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=f964ff21-dbc3-4398-8747-f70a362ae493
CBLOL,2019-06-22T19:00:00.000+0000,Uppercut Esports,UP,Redemption W7M,RDP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=521f6c11-a7fa-4a73-8e99-5561b1ec6039
CBLOL,2019-06-23T16:00:00.000+0000,paiN Gaming,PNG,Flamengo eSports,FLA,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=a629c15f-c21a-4cff-810a-421bb9a783f4
CBLOL,2019-06-23T17:00:00.000+0000,INTZ e-Sports Club,ITZ,Redemption W7M,RDP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=ffd0e34d-a23b-4ace-b825-9571d0a4c7bd
CBLOL,2019-06-23T18:00:00.000+0000,CNB e-Sports Club,CNB,Uppercut Esports,UP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=86dab4ba-c6ef-44b8-9391-6b2cba310f09
CBLOL,2019-06-23T19:00:00.000+0000,KaBuM! e-Sports,KBM,Team oNe e-Sports,ONE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=34255feb-c92d-4263-8de9-c4627924fa6d
CBLOL,2019-06-29T16:00:00.000+0000,KaBuM! e-Sports,KBM,Redemption W7M,RDP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=6b18a284-af34-4ca1-9196-05f897dd4528
CBLOL,2019-06-29T17:00:00.000+0000,INTZ e-Sports Club,ITZ,Flamengo eSports,FLA,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=67e8406b-8bbf-4e00-893b-30ea0dbed7df
CBLOL,2019-06-29T18:00:00.000+0000,Team oNe e-Sports,ONE,Uppercut Esports,UP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=9c4527c1-0536-49c6-83a2-cd8345124f08
CBLOL,2019-06-29T19:00:00.000+0000,paiN Gaming,PNG,CNB e-Sports Club,CNB,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=a553334e-aee9-4895-b211-d7cb73b5cbfb
CBLOL,2019-06-30T16:00:00.000+0000,INTZ e-Sports Club,ITZ,KaBuM! e-Sports,KBM,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=c608931b-4aa9-40fe-b4d8-ab0628e1972d
CBLOL,2019-06-30T17:00:00.000+0000,paiN Gaming,PNG,Uppercut Esports,UP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=ceb76137-a91a-486b-b7cb-c9a4daa28d93
CBLOL,2019-06-30T18:00:00.000+0000,CNB e-Sports Club,CNB,Flamengo eSports,FLA,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=67f46546-edef-4e1e-8785-78b9946ef54f
CBLOL,2019-06-30T19:00:00.000+0000,Team oNe e-Sports,ONE,Redemption W7M,RDP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=e82f99e1-5381-47eb-994a-2152b6895fc0
CBLOL,2019-07-06T16:00:00.000+0000,INTZ e-Sports Club,ITZ,CNB e-Sports Club,CNB,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=3bace775-90e8-40d1-b088-687fe2ec6cc9
CBLOL,2019-07-06T17:00:00.000+0000,paiN Gaming,PNG,Team oNe e-Sports,ONE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=41a2912f-0f41-4768-9a05-da0cd3df8bd3
CBLOL,2019-07-06T18:00:00.000+0000,KaBuM! e-Sports,KBM,Uppercut Esports,UP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=20c9db1e-8639-4274-9892-ff639df6bbc9
CBLOL,2019-07-06T19:00:00.000+0000,Flamengo eSports,FLA,Redemption W7M,RDP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=b4b206a7-4034-4ab6-9e3a-242962e8780f
CBLOL,2019-07-07T16:00:00.000+0000,CNB e-Sports Club,CNB,Team oNe e-Sports,ONE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=882695b2-d1df-4e86-b95c-1bb628a10cf9
CBLOL,2019-07-07T17:00:00.000+0000,KaBuM! e-Sports,KBM,Flamengo eSports,FLA,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=b8e6f40f-b1d7-4f19-95a7-964bfac0c562
CBLOL,2019-07-07T18:00:00.000+0000,paiN Gaming,PNG,Redemption W7M,RDP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=5b620fc5-5251-4539-b18c-48a1236593a0
CBLOL,2019-07-07T19:00:00.000+0000,INTZ e-Sports Club,ITZ,Uppercut Esports,UP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=59501c19-1c3b-413f-ac56-19656e5ac982
CBLOL,2019-07-13T16:00:00.000+0000,Flamengo eSports,FLA,Uppercut Esports,UP,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=8d85a565-3e89-4413-a503-691de40d9f4a&matchId=8d0912e8-cc91-4ad7-9ac2-e6f8c6a09d17
